spindle_speed,feed_rate,depth_of_cut,coolant,tool_type,surface_roughness,energy_consumption
3633.4416878498123,0.43368022356775243,3.847583446943617,0,B,2.118538504394097,97.17868746036372
2507.703240083138,0.30737778153854123,4.196013296492527,1,A,1.9919044337250111,150.58052639848634
2214.595517434171,0.14622386957509903,1.0136309366534306,0,A,1.3284583533918015,23.364010812796803
1856.8044011654445,0.4550410751646572,1.1744315795231461,1,A,1.2948181505234084,-18.65899496553785
3336.271669034998,0.2041926332151383,1.6837157185146363,0,A,1.4653244552240678,89.69838708837266
2128.1567474902567,0.06754071989179418,2.996280323073794,0,A,1.7369503072443109,112.02869501848781
894.4246369224545,0.2725701007885038,3.146801349620096,0,B,1.7969185961891756,57.400557254418885
1031.0265595423189,0.10577212449839501,3.4650943968531425,0,A,1.7820136230670316,34.15294154273376
4828.5394904728155,0.15730989967208414,4.535444505445967,1,A,2.049584402744079,48.40144267666504
4588.613108184232,0.38619989270933497,1.5456966884330372,1,B,1.4082687143586232,103.44428226952452
3648.682102148373,0.10883831601934336,3.327919047113201,0,B,1.715868414752426,155.35936675454371
1696.4148265678382,0.41312490095931603,2.842641944310692,0,A,1.760801154742095,-9.433098814457686
4861.293698064757,0.47160827965892915,1.598602478021579,1,A,1.3086332590874592,97.69761045782877
4004.379067846076,0.3229394451835751,4.546334414308999,0,B,2.227822668867978,89.67441127238422
3726.00585121548,0.36966163641027316,0.5678687186001657,1,A,1.1137066381983909,46.170848449525906
2522.126759647049,0.3711139744583378,3.5888050314770523,1,B,1.8746507240496681,87.49385032085992
1725.0870283032157,0.4967635807717002,3.66658119381075,0,A,1.9804548839534448,79.96754440563545
933.7593296907469,0.20369221799073028,4.585099985680812,0,A,2.093215987761102,65.27895394179814
4561.710784447288,0.12328544805921612,2.641044902521633,0,A,1.5980060040316382,56.83180650138984
2550.99330425125,0.2836252557114447,1.6759494572743052,0,A,1.4271837121669078,-20.063318788173163
1410.6351415785364,0.28996241442426873,4.1559292823141005,0,A,2.089855331566541,65.01139521392035
1876.8048086779363,0.13006061973326502,3.876970380978724,1,A,1.8634463114429043,32.9256022016524
3106.488060238532,0.3258992385473628,2.551546510655405,0,B,1.8143168754017927,173.0621051278606
1295.4775232265426,0.05635613006457079,3.8625011406056746,1,B,1.7928024986821578,143.01110226895224
4354.76427841569,0.4674507811043997,1.4125904501785782,1,A,1.4426431362516918,198.36723535005268
3913.3378842584452,0.16905842501956775,2.988581018976993,0,B,1.6901758284050437,50.8947019785139
3737.5833017792156,0.06780209377558633,4.33939892846059,1,B,1.835003463254173,128.5951359527478
2444.418678987967,0.09871224866368566,1.6581240726209114,0,A,1.3462720601515645,101.71374229207495
3322.8897831609943,0.1581120267258388,2.469394913910642,1,A,1.416518655946868,118.30360217725158
3128.44086010731,0.17325777587272034,4.760119785447158,1,A,2.077392492656605,70.38209667841626
3424.30970699669,0.0647644997739779,4.01123802566151,1,A,1.7961690500769332,153.14827441424742
879.9994451295008,0.17570966548717815,4.446491199619708,1,B,1.9017640633107868,44.61329087388648
2371.1333097677434,0.13682378142206697,1.9877105983631873,0,A,1.5521407975948394,65.13476324816344
687.2637823785161,0.22037941734553335,4.982875772209338,0,A,2.229030566069832,-36.028223906784824
2722.958686600335,0.22332548181018613,0.8475714629506836,0,A,1.1416746414955543,93.16853434351142
1984.375455497534,0.20255348327129558,2.641975857759914,1,A,1.606679295600991,41.90233755284267
1150.358849897211,0.1975657475888168,2.448439573251622,0,A,1.5744620489803498,60.46397544511676
965.3133547514824,0.09037907498356305,4.012317734920659,1,A,1.9027772729064796,52.02733150969948
3144.4005747997044,0.06134222620677298,4.552227085323558,0,A,2.0320581677003737,95.30939801786815
1267.6683584159873,0.14095143507040997,3.682582946849493,1,A,1.7640765697344383,42.89011762993711
4663.040532695587,0.3904922423374769,3.171399557038484,1,B,1.8053375959022118,155.35271759550164
3114.7751286517773,0.49586439449800496,2.1944030351576687,0,B,1.7261939250736253,71.28153484955064
2060.914120406767,0.46783677877579805,2.6005969936710978,0,B,1.8224918246727035,-10.860235808400361
3159.119711666375,0.2768987099919959,2.595571534801627,1,B,1.5828551817599383,110.37701932595229
602.6174196336387,0.2893207351000704,0.19980552105345056,0,B,1.121042583891127,-21.5056928966412
4813.516459586504,0.19156170606612916,2.564924443655621,0,A,1.674293394293141,44.7974763365625
2670.365466243051,0.3982727473869453,4.294256920853211,0,A,2.182729060835118,27.749154695866622
4022.308522626288,0.3941405095696919,3.5754426545970164,1,A,1.8837980127708853,116.43140778905381
872.2849996509735,0.42992256091210007,3.998972248412524,0,B,2.042439595147625,39.913846689460584
2689.9624887717214,0.452977059738598,2.0133764498657527,0,A,1.6597913501747366,-38.238248861493204
2708.1814745953443,0.2454571617013831,2.691968860873495,1,B,1.5978294810261229,53.89524826065471
4720.2190473874225,0.39509400564823893,0.26406948808579234,0,B,1.1428835822280323,161.13722969339804
3072.776235692339,0.41287942795814536,1.9766899166297838,0,A,1.6645005113161018,52.902985029908216
2630.702304756292,0.18880683012398758,2.424638619973956,0,B,1.529171388409817,61.35147982485587
1701.3904839135212,0.4681590098027675,1.3505236080355003,0,A,1.5539122226785032,97.61158968283323
1992.0604880414849,0.09245367618784496,0.25308079705418407,0,A,1.0083833734257452,81.80561341820587
2843.02581112192,0.49742113062347726,3.4829997330168654,0,B,2.0353364074910996,133.33728057634306
2475.10157137271,0.39654082317149125,2.231929979159332,0,A,1.6365007006490653,-74.00059094771936
597.254359461487,0.09197190739594727,2.136823146249948,1,B,1.2968380946342941,113.22507391654449
4218.31365887461,0.3453033416472503,1.3249350947396938,0,A,1.39690494958526,126.26400383905964
4532.72347327895,0.06538073491771708,2.735368955090284,1,A,1.5332698515760694,228.0589422914151
1131.1209004937484,0.3965841272498823,2.2463312282265844,1,B,1.593686143001717,1.7036138847925173
2993.1626459257222,0.4096503147465749,2.422523917842546,1,A,1.600554476911979,-12.100154627252593
988.590835109496,0.32108461389115145,2.946269607338272,1,A,1.5874827167199228,38.07493371405162
3525.0804186791524,0.4355871763624567,0.13099077147470328,0,B,1.073458213820773,64.74381750672309
1765.5520272755375,0.09404747609668687,4.54770992733827,1,A,2.086552201071076,91.67326412391003
3467.401856113558,0.17416572891836596,0.4483282450308982,0,A,1.0445381265283018,127.07775286592711
3771.4757642909717,0.23637988471670174,2.3095312618483734,0,A,1.6669252307324047,84.97626319825348
3958.9137136294567,0.06910607877264423,1.116127088672969,1,B,1.0668804746836846,76.41456821304413
984.8342568015346,0.25169723940702476,2.6665336099123893,0,B,1.6833592266952166,64.68231655546926
4622.053303119235,0.1693460552506547,1.4731275331059757,0,B,1.3842153238818167,91.68373099579624
1535.9629590269637,0.22673075544578886,4.314031840506759,0,A,2.050863615520541,37.55762089269158
668.356502792809,0.24129618439653794,2.042163186415859,0,B,1.6107996455901865,80.84765476566515
2996.836112261675,0.4457352800694583,3.229902223265343,0,A,1.9341296137544857,143.53247900743344
2169.1502773809743,0.17165343673743758,1.3195106679246071,1,B,1.2387469276648542,108.8954054477716
4234.053844095859,0.4521844079223224,0.1950901374206858,1,B,1.0614843879153766,84.76688601196756
4137.131624289358,0.24168693416578219,2.080357224505053,0,A,1.573868787560009,-11.4281614376889
1927.125017702219,0.1975134743122937,2.728783798835622,1,B,1.6598923238575454,49.751249771703016
4788.047277813853,0.27613042220081574,2.351781041182577,0,B,1.6194461745148916,75.38215435034567
1809.1302716305338,0.23798447886327784,4.813870382712413,1,B,2.208945474647204,59.14555118427612
2817.7570815427152,0.16581754087481573,3.5635119518455394,1,B,1.7432069679798368,45.276332162949736
1651.8429075542124,0.2762056961582301,4.978782023064436,1,A,2.22100315581281,59.65583245470864
4712.196065220335,0.11831077988547407,1.5457944425384629,0,B,1.3700597173895053,54.192219854375544
1240.7351791190817,0.20836847436033473,3.9663610700750183,0,A,1.9423454010648036,-17.30567815955886
702.0977872654804,0.30460559871834075,2.8222364909784083,0,A,1.7685524073356391,92.33376831592966
2457.936770013671,0.23603370997543638,3.0976257367976476,1,A,1.6927915860796487,18.524320515633356
4965.690038251267,0.4207605624728584,4.930680682167406,0,A,2.3003908429644384,128.19139106340862
4512.547698147113,0.16552479269082482,3.3045372787804737,0,B,1.8267968377502373,159.15463061389465
3868.7360875562713,0.4863972104739545,4.504202772450897,1,A,2.1765637756551275,150.4749140295981
4508.566208953362,0.4031249093831081,3.656176150124311,1,A,1.911977144857271,152.22586426928746
4520.509878640385,0.4854168616988625,0.7241919964512753,0,A,1.320327556509316,114.02865189712948
2834.8626217390206,0.42716144967363684,3.527176180579332,0,B,1.9908742570354705,117.8049132612559
1921.6807332385686,0.1139467666332392,2.473146384558862,0,B,1.5568749983940187,123.59322088420579
3974.055944499446,0.2869070407857562,4.602110165613478,0,B,2.2009727665469967,129.61186982568256
3477.475684254925,0.12649033453810357,4.053488791233231,1,B,1.8444216544591705,2.221743645936499
2181.4597799316953,0.41820230868226577,0.6102599692754036,0,A,1.394506621233484,24.43585822432875
925.1000062768187,0.31287296713248314,0.7561866539024364,1,B,1.075016484768585,63.23016665247777
3860.553251070617,0.1685521914606076,0.44109390881316735,0,B,1.0653127690718727,52.74725979461404
1681.072321652891,0.4683195374032271,2.5168998862486256,1,B,1.638097635034923,134.8944482112654
4715.659177402006,0.10183372399141731,0.4957816201160299,1,A,1.0768869377409431,94.65143748021288
1584.3675875255815,0.3037380815620913,3.646023849216001,0,A,1.8973682705861712,57.21729038018436
1052.4106958516873,0.37446824960002645,2.8065570491071203,0,B,1.8101695019760988,98.0628916036564
4240.007024562077,0.0764818417995943,4.195836586010397,0,A,1.9996197706547236,97.40164697382484
1189.7794248102232,0.31903521494279163,1.47099936448945,0,A,1.443947563827486,43.15478925448893
1306.7073867098259,0.41715554695839235,2.64378984238959,1,A,1.731342392207141,88.48082661568401
3197.2225618437956,0.08038729148812403,0.6756504609616674,0,A,1.1698977289718335,-5.486954335118824
4435.52918376859,0.2805093369979822,4.4345890129863745,1,A,2.0263540804195785,99.42371399090604
1383.9559957155795,0.16635073016693303,0.9575243152202078,0,B,1.2322573163632182,78.58791356103796
1896.4565280504264,0.3483160031916144,0.6015750316169846,0,A,1.1313466578924463,47.700173168139294
3998.321772085299,0.10340481518548021,1.1047479327635983,1,B,1.1328440412097363,162.89091386125278
4873.218917274353,0.4716731438017281,4.050534294742609,1,A,2.00877067419492,43.637613347871465
2753.3353379105406,0.4526278617716293,0.6184911856549458,1,B,1.1716176060015253,-18.81464709310481
1147.5387614806286,0.13368848894406915,3.1106947247070136,0,A,1.6602493324079532,78.32545957372423
562.7132946869069,0.1954696479642971,3.756288373014116,1,B,1.8570505315716312,78.28076498509043
1533.4521349948486,0.31443573859386936,3.780297686366069,1,B,1.8174638561096716,46.052388176074345
1093.1999800393446,0.3731280514854127,1.0312983443798427,0,B,1.3518028421772463,53.771491839826446
3549.4640312578586,0.2491952068221162,0.4019575920502989,1,A,0.9637617217725054,112.75136953520018
1048.2462708283902,0.12033109488243879,2.2991512804838665,1,B,1.3924713158053919,-4.029167524775794
2778.4846922928486,0.09686817221129221,1.092178191698276,0,A,1.2792152391574734,26.65684777399631
3624.180960392989,0.49989440161145476,3.5264269641682966,1,A,1.9609498391434828,104.60100700474766
3115.0247414940604,0.2549084546495693,1.847794718311563,1,A,1.4468630637862026,119.29300096262072
1398.9904324702593,0.44263928711682415,2.3018343110623474,0,B,1.7747645779490637,-11.382473242014072
4118.560367820182,0.26706920208310153,0.6560761721983879,1,B,1.0589117087341595,81.42489864147564
3719.3320832711074,0.4650609373457015,2.8809964040861398,0,B,1.9277281528164294,84.23040147408793
3825.4280176199377,0.08949172224719777,1.009068529196346,0,B,1.1237377106137403,106.34677547299069
1089.7598820079097,0.10130863610054794,3.427029738483192,0,A,1.8447167693983173,39.50851419313792
1056.8921164265507,0.4683344844759009,0.4487272304846791,0,A,1.2216821641291218,0.7706441355704499
4674.031479529284,0.4763718702701532,4.881883502178485,1,A,2.212141803547732,185.08205484204996
2289.1018722122326,0.19162285135941354,3.4541821950704774,1,A,1.7900804678125484,38.00630285215018
1854.2691130142289,0.20982419914724232,0.9904748822784383,1,B,1.1997783964016913,32.5311805120765
2698.6282040819,0.2536026056756411,0.1690637627630934,0,B,1.1148306628609213,-19.2209728437713
3482.888957436121,0.23727275603028086,1.738868171805572,1,B,1.3640964154112731,48.043553725758336
4800.304656711364,0.1355203471818185,0.8487849938558163,0,B,1.1865542871213255,130.40902539227704
1789.0080209692476,0.4542689227727185,1.1702155322857755,0,B,1.4460316737427983,65.20402512628401
4661.637931904122,0.16398842031753968,4.376476266345659,0,B,2.091301480521044,149.73087367627423
611.8677112381534,0.3673725842649432,3.055702834249163,0,A,1.8746797926740613,58.73870853594183
2998.391190470711,0.08022005498073781,0.9646424998416075,1,B,1.0914706255063067,172.97893867318734
3352.888002564883,0.06743809918779327,2.8276310633684996,1,B,1.5827660066613396,47.4773549876726
976.5383168783899,0.3441787126596143,1.353325201782467,0,B,1.3290602664479025,-48.23200769866314
1131.528186787607,0.20255713590796715,4.883384235354637,0,B,2.215560953038324,-0.4545935319712058
2386.014436923367,0.3449567267240006,0.2605104282921068,1,B,0.9684136457427478,20.289816355588314
4848.043604644317,0.09230954097597366,3.688360268622294,0,B,1.8820799385238047,70.60942201491201
3182.191489554678,0.47743312096213847,3.8876854283379942,0,A,2.192734426358253,92.53963052464762
4698.60449720095,0.38683151010189293,0.4290975433927313,1,A,1.0769859018017809,162.61863803985264
4119.624120258368,0.44432025486160964,0.9421598847336228,0,B,1.3640627001290715,171.5294380259473
2603.217206998812,0.11141174932002992,1.9831026296093923,1,B,1.3893058678084451,91.30939987355372
4031.4355216348436,0.19407243600179125,4.353958649992433,1,A,1.8821397339106776,211.40283881537772
580.2655278964448,0.21575487389285486,2.731299698250647,0,A,1.6645968374018798,9.600704959789727
991.1479854458073,0.29172769174706836,3.311003565035724,0,B,1.8918405200961077,-39.33069764855587
4232.4287669723135,0.18359081847833641,3.9367628937385293,0,B,1.8311363963909368,161.82720138733075
4085.6768974632278,0.07728383398523231,4.1578016628538474,0,A,1.9292519080523296,11.345665015932994
1546.8833388489516,0.2159952713318618,2.4337942611100374,1,B,1.5714890996125048,10.516439660857621
2888.463157695741,0.16454719158227699,2.5930863799900585,0,A,1.6806950358111894,98.3857785908277
3227.071193150049,0.22366458115844667,3.6182286997301194,0,A,1.9351053768802582,79.75013917079701
4404.825291992051,0.1386317941790118,1.3903775578045694,1,B,1.261020168537807,89.88707342707869
3213.9822080242657,0.16785336855413097,4.286999708191069,0,B,2.0664318230459062,31.353674745981678
2356.5720617315615,0.33212855319452095,0.2018554399316237,0,B,1.1442978819522822,53.92188449456771
2183.828195332322,0.2246692255601293,1.059280850827651,1,A,1.1613721400449468,101.40278485327559
2416.4693886807945,0.20542252692627144,4.020979720878866,0,A,2.0137468278289568,71.48690747407389
3433.689615109884,0.2902575347250678,1.7672652382740943,0,B,1.4553265576102663,41.901399858765785
4403.707842885462,0.39733724337976656,0.8341808801922992,0,B,1.370388008947074,36.84151066260187
2542.535969343349,0.22049058035658076,1.0150983029858764,1,B,1.2400978363998696,20.651387557583234
1615.2780332811114,0.31438377165012826,2.700706369486741,0,A,1.8013641182316031,68.56961785027514
1564.9806334891152,0.4847911814156793,4.2462894937904405,1,B,2.0835625260715567,77.5590850708768
3857.0642610955088,0.2848910513531228,0.44618850727844195,0,A,1.1063039505279177,42.195783242050176
4174.5594354075965,0.459408909432895,0.24935645471078208,1,B,1.1558922514316514,-18.20591102306811
973.7513593435624,0.40715268091539214,2.3793238656005316,1,B,1.6256026669873995,59.44381150763607
799.5148562983018,0.07642340674256737,4.78531833376281,0,A,2.150970503888168,-4.204247086556791
3174.951486904033,0.24309449216116558,1.4671480367292196,0,A,1.3566526510156305,107.7188387941026
1157.7795988671423,0.36424328354086466,4.799935641428537,0,B,2.303388742759405,15.992220913506692
4210.988857053536,0.49402036060168997,4.449637765291007,0,A,2.2051557186405,62.01314689005221
1896.506032658335,0.2562693310226807,1.4873618742988046,0,A,1.431678251889993,55.58821869786675
1147.423698370142,0.09175345435703275,4.103045514855119,1,B,1.9405824408726067,165.26619758656722
4644.367126193526,0.3029041286207905,3.460749782587212,0,B,1.998191787152596,153.67163227884313
1244.8927523087518,0.10695370645578214,2.6079297056333104,1,A,1.5408854823417095,45.818005599192
1781.24037052071,0.388183802125727,2.172289100910086,0,B,1.5680630988093291,71.31066775527032
1191.2602783642637,0.2784546488578,4.095963504034738,0,A,2.0730847069848855,-40.4662234982429
1019.7052864940973,0.3755441157697789,3.9860892202056046,0,A,2.191278450139176,-12.037025549020058
595.1660735139801,0.4412128220953357,3.8089880461185404,0,A,2.0294228430551886,-90.1860533305313
749.2793412391704,0.3330266077232497,4.99145416095495,1,A,2.211417765454852,129.7668184356218
1285.8866192113371,0.3255976981639317,2.444711058612781,0,B,1.74465283132521,120.56656611671738
740.2186968222893,0.38955663294783405,4.053922591317588,0,B,2.1391156604069934,61.61047953325756
3160.1471724993703,0.4291047506537003,4.326143998219044,1,A,2.220096191105866,95.88046610182987
3563.215370597779,0.44107420382465123,1.1368526491230515,1,A,1.2681067950316591,3.779812570938347
2271.337055744127,0.06639358805729749,0.30612556605999885,0,A,0.9602403962566075,36.656306813220965
1930.9599362842223,0.30028563355900517,2.0832671707240404,1,A,1.5321658812522716,141.65798483508934
2770.3680666000355,0.14732118940889816,4.298009753740202,0,B,1.988369101725923,87.94142190457642
4437.522240055739,0.4371556508518025,1.5166060778531003,0,B,1.4878909454482996,75.47270838830349
4330.092320699927,0.3417789583415125,3.530049754930378,0,A,1.9501195906603723,19.766351771884885
695.6377790575638,0.23910011556459715,0.13600588141488715,1,B,1.0053510018053164,88.99907253041194
1316.7428431843582,0.1346469026546081,1.841285718369165,0,A,1.4583582793208578,33.383564430696254
1565.351919969782,0.2025606316639219,3.1160318043149413,1,A,1.7031415126195393,-38.92388893053188
1622.2440912449533,0.36669996254310105,0.7358102313544508,0,B,1.24718099521508,-3.422351496474768
3070.5469328424774,0.14196179534523745,4.493373869522427,1,A,2.0550745660073226,21.420525090007544
2373.1809156643653,0.09211232540226774,0.8657424878736883,0,B,1.3637829868059195,49.12627772107982
721.6435396741729,0.449612941202398,4.557988370519574,0,A,2.298867668177238,52.08589053874624
2181.263623068072,0.39389465731105255,1.160307612546576,1,A,1.2920078421695123,28.204903883278618
2856.8882692293673,0.13990771879615965,4.9719655021876195,0,B,2.148052086395377,125.24899990783112
957.5235630667219,0.18154019454349624,3.0632686951483956,1,B,1.6247131985929892,43.22232870613347
4250.563492048519,0.48743157970889855,0.5132899827477253,1,B,1.1613527738440155,148.5676548154045
733.8283990929692,0.36868301904160283,0.41985844894543334,1,B,1.0625761097438031,5.602986512966634
4661.788410581279,0.3247349018962211,0.467116311671397,0,A,1.1783426371396175,251.08497838950206
946.0091371094397,0.18843281844085868,2.9904744617256647,1,A,1.73073582849221,7.532447061527826
4296.087282189887,0.184606314874935,4.066938091404188,1,A,1.9713960261569763,62.935999661774446
4561.939147674277,0.06778562841060372,2.074517434675478,0,B,1.4445805370507587,53.9741989061811
4908.068062639667,0.37781684010586913,2.279695220481123,1,A,1.4984182279399223,102.79096942854238
